title;link;election_type;date;speaker;place;text;order;strategy1;strategy2
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GRIFFITH;Manchester, New Hampshire;Senator, thank you. I have a question, and we're running out of time, so I'm trying to get them in as quickly as I can. Mr. Gore, can you outline and specify your vision of the White Mountain National Forest for our people here in New Hampshire, who count on it for business and trade, and for recreation?;163;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;We should respect and continue the process of local input to take into the account the unique circumstances in the White Mountain National Forest. And as we protect more wilderness areas, that same local input must and will be a part of the process.;164;presentation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;"Senator Bradley, in this campaign, you have attempted to, I would say ""wall off"" an unusually large amount of information from the press and the public about such things as who your main advisers are, what books have particularly influenced you, your complete medical records, among other things. These are not personal questions. How then do you justify not sharing this information with the American people, when you're asking them to elect you to the highest office?";165;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;"Well, Judy, if you want me to share a little bit with you, I will. I'll give you two books that I like. One is ""Victory"" by Joseph Conrad. I like that because there's something in their by a character named Heiss, who says, ""Woe be it to the man who has not learned while young to put his trust in life."" Now what does that tell you about me, running for President of the United States? It tells you that I've read the book.";166;presentation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;But what about your advisers, and your medical records?;167;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;In terms of my medical records, I have done the same thing that Al Gore has done...;168;appeal;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;No, that's not right.;169;self-justification;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;Which is to lay out ��� to lay out the latest doctor's report, put it out there so that people can see, and that is precisely what I've done.;170;presentation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;WOODRUFF;Manchester, New Hampshire;And your advisers.;171;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;And my advisers? I think that, I mean, you know, Paul Volcker, Henry Kaufman ��� I can give you a long list of advisers on the economy and in foreign policy and defense. Now, the fact of the matter is, you don't always talk about all your advisers.;172;accusation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Can I have a quick rebuttal, because I have not done the same thing as Senator Bradley?;173;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GRIFFITH;Manchester, New Hampshire;We have ��� I'm sorry...;174;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Yes.;175;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GRIFFITH;Manchester, New Hampshire;... Mr. Vice President, we have to go to our closing remarks.;176;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;OK.;177;no_strategy;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GRIFFITH;Manchester, New Hampshire;And your closing remark is first. You have 45 seconds.;178;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;Well, he can do whatever he wants on the medical records, I'm not critical of that in any way. But I don't want to be put in the same boat because I've released all of mine fully. Each person should make that decision for himself. Now, in Iowa, Senator Bradley asked the question: Are you better off today than you were seven years ago? I think the answer to that question is yes, but I don't think that's the question. I think a far more important question in this campaign is, Can we do even better? I think that I have the experience and the skills to keep our prosperity going and invest the surplus wisely. We've just begun to fight for universal health insurance, step by step, starting with every child in America, and then their parents. We've just begun to fight for revolutionary improvements in public education.;179;presentation;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GRIFFITH;Manchester, New Hampshire;Thank you.;180;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GORE;Manchester, New Hampshire;I want to fight for you. I ask for your vote.;181;appeal;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;GRIFFITH;Manchester, New Hampshire;Thank you. Mr. ��� Senator Bradley please.;182;-;
Democratic Candidates Debate in Manchester, New Hampshire;https://www.presidency.ucsb.edu/ws/index.php?pid=105444;Primary Election: Democratic Party;2000-01-26;BRADLEY;Manchester, New Hampshire;I've had a great year in New Hampshire. I respect you. Next Tuesday I need your vote. This isn't about experience, we both have experience. This is about leadership. And I think what a leader does is take big, complicated problems, turn them into public issues, and then make something happen. That's what FDR did. That's what Lyndon Johnson did. And that's what I want to do on the issues that confront us today in the area of health, education, campaign finance reform, gun control and help for working families. As I look at this campaign and think about what we can be as a country, I'm buoyed with optimism. We're at the beginning of a tremendous phase of growth in this country. And any politician can pick a fight...;183;appeal;
